nivel_territorial_codigo,nivel_territorial,unidade_de_medida_codigo,unidade_de_medida,valor,municipio_codigo,municipio,ano_codigo,ano,variavel_codigo,variavel,tipo_de_produto_de_origem_animal_codigo,tipo_de_produto_de_origem_animal
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1986,1986,106,Produção de origem animal,2684,Lã
6,Município,1578,Mil Cruzados,39333,3301009,Campos dos Goytacazes (RJ),1986,1986,215,Valor da produção,0,Total
6,Município,1578,Mil Cruzados,37325,3301009,Campos dos Goytacazes (RJ),1986,1986,215,Valor da produção,2682,Leite
6,Município,1578,Mil Cruzados,2004,3301009,Campos dos Goytacazes (RJ),1986,1986,215,Valor da produção,2685,Ovos de galinha
6,Município,1578,Mil Cruzados,4,3301009,Campos dos Goytacazes (RJ),1986,1986,215,Valor da produção,2686,Ovos de codorna
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1986,1986,215,Valor da produção,2687,Mel de abelha
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1986,1986,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1986,1986,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1987,1987,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,18386,3301009,Campos dos Goytacazes (RJ),1987,1987,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,256,3301009,Campos dos Goytacazes (RJ),1987,1987,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,4,3301009,Campos dos Goytacazes (RJ),1987,1987,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1987,1987,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1987,1987,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1987,1987,106,Produção de origem animal,2684,Lã
6,Município,1578,Mil Cruzados,128906,3301009,Campos dos Goytacazes (RJ),1987,1987,215,Valor da produção,0,Total
6,Município,1578,Mil Cruzados,125028,3301009,Campos dos Goytacazes (RJ),1987,1987,215,Valor da produção,2682,Leite
6,Município,1578,Mil Cruzados,3835,3301009,Campos dos Goytacazes (RJ),1987,1987,215,Valor da produção,2685,Ovos de galinha
6,Município,1578,Mil Cruzados,43,3301009,Campos dos Goytacazes (RJ),1987,1987,215,Valor da produção,2686,Ovos de codorna
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1987,1987,215,Valor da produção,2687,Mel de abelha
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1987,1987,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1987,1987,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1988,1988,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,19177,3301009,Campos dos Goytacazes (RJ),1988,1988,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,265,3301009,Campos dos Goytacazes (RJ),1988,1988,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,4,3301009,Campos dos Goytacazes (RJ),1988,1988,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1988,1988,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1988,1988,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1988,1988,106,Produção de origem animal,2684,Lã
6,Município,1578,Mil Cruzados,1287964,3301009,Campos dos Goytacazes (RJ),1988,1988,215,Valor da produção,0,Total
6,Município,1578,Mil Cruzados,1229218,3301009,Campos dos Goytacazes (RJ),1988,1988,215,Valor da produção,2682,Leite
6,Município,1578,Mil Cruzados,58344,3301009,Campos dos Goytacazes (RJ),1988,1988,215,Valor da produção,2685,Ovos de galinha
6,Município,1578,Mil Cruzados,402,3301009,Campos dos Goytacazes (RJ),1988,1988,215,Valor da produção,2686,Ovos de codorna
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1988,1988,215,Valor da produção,2687,Mel de abelha
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1988,1988,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,1578,Mil Cruzados,NA,3301009,Campos dos Goytacazes (RJ),1988,1988,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1989,1989,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,17642,3301009,Campos dos Goytacazes (RJ),1989,1989,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,232,3301009,Campos dos Goytacazes (RJ),1989,1989,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,5,3301009,Campos dos Goytacazes (RJ),1989,1989,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1989,1989,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1989,1989,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1989,1989,106,Produção de origem animal,2684,Lã
6,Município,42,Mil Cruzados Novos,12067,3301009,Campos dos Goytacazes (RJ),1989,1989,215,Valor da produção,0,Total
6,Município,42,Mil Cruzados Novos,11644,3301009,Campos dos Goytacazes (RJ),1989,1989,215,Valor da produção,2682,Leite
6,Município,42,Mil Cruzados Novos,415,3301009,Campos dos Goytacazes (RJ),1989,1989,215,Valor da produção,2685,Ovos de galinha
6,Município,42,Mil Cruzados Novos,8,3301009,Campos dos Goytacazes (RJ),1989,1989,215,Valor da produção,2686,Ovos de codorna
6,Município,42,Mil Cruzados Novos,NA,3301009,Campos dos Goytacazes (RJ),1989,1989,215,Valor da produção,2687,Mel de abelha
6,Município,42,Mil Cruzados Novos,NA,3301009,Campos dos Goytacazes (RJ),1989,1989,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,42,Mil Cruzados Novos,NA,3301009,Campos dos Goytacazes (RJ),1989,1989,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1990,1990,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,15981,3301009,Campos dos Goytacazes (RJ),1990,1990,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,224,3301009,Campos dos Goytacazes (RJ),1990,1990,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,5,3301009,Campos dos Goytacazes (RJ),1990,1990,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1990,1990,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1990,1990,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1990,1990,106,Produção de origem animal,2684,Lã
6,Município,1012,Mil Cruzeiros,265198,3301009,Campos dos Goytacazes (RJ),1990,1990,215,Valor da produção,0,Total
6,Município,1012,Mil Cruzeiros,252498,3301009,Campos dos Goytacazes (RJ),1990,1990,215,Valor da produção,2682,Leite
6,Município,1012,Mil Cruzeiros,12429,3301009,Campos dos Goytacazes (RJ),1990,1990,215,Valor da produção,2685,Ovos de galinha
6,Município,1012,Mil Cruzeiros,271,3301009,Campos dos Goytacazes (RJ),1990,1990,215,Valor da produção,2686,Ovos de codorna
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1990,1990,215,Valor da produção,2687,Mel de abelha
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1990,1990,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1990,1990,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1991,1991,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,17426,3301009,Campos dos Goytacazes (RJ),1991,1991,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,229,3301009,Campos dos Goytacazes (RJ),1991,1991,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,5,3301009,Campos dos Goytacazes (RJ),1991,1991,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1991,1991,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1991,1991,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1991,1991,106,Produção de origem animal,2684,Lã
6,Município,1012,Mil Cruzeiros,782810,3301009,Campos dos Goytacazes (RJ),1991,1991,215,Valor da produção,0,Total
6,Município,1012,Mil Cruzeiros,749335,3301009,Campos dos Goytacazes (RJ),1991,1991,215,Valor da produção,2682,Leite
6,Município,1012,Mil Cruzeiros,33138,3301009,Campos dos Goytacazes (RJ),1991,1991,215,Valor da produção,2685,Ovos de galinha
6,Município,1012,Mil Cruzeiros,337,3301009,Campos dos Goytacazes (RJ),1991,1991,215,Valor da produção,2686,Ovos de codorna
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1991,1991,215,Valor da produção,2687,Mel de abelha
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1991,1991,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,1012,Mil Cruzeiros,NA,3301009,Campos dos Goytacazes (RJ),1991,1991,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1992,1992,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,19731,3301009,Campos dos Goytacazes (RJ),1992,1992,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,223,3301009,Campos dos Goytacazes (RJ),1992,1992,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,6,3301009,Campos dos Goytacazes (RJ),1992,1992,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,4250,3301009,Campos dos Goytacazes (RJ),1992,1992,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,0,3301009,Campos dos Goytacazes (RJ),1992,1992,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,0,3301009,Campos dos Goytacazes (RJ),1992,1992,106,Produção de origem animal,2684,Lã
6,Município,1012,Mil Cruzeiros,16516420,3301009,Campos dos Goytacazes (RJ),1992,1992,215,Valor da produção,0,Total
6,Município,1012,Mil Cruzeiros,16049982,3301009,Campos dos Goytacazes (RJ),1992,1992,215,Valor da produção,2682,Leite
6,Município,1012,Mil Cruzeiros,420602,3301009,Campos dos Goytacazes (RJ),1992,1992,215,Valor da produção,2685,Ovos de galinha
6,Município,1012,Mil Cruzeiros,9626,3301009,Campos dos Goytacazes (RJ),1992,1992,215,Valor da produção,2686,Ovos de codorna
6,Município,1012,Mil Cruzeiros,36210,3301009,Campos dos Goytacazes (RJ),1992,1992,215,Valor da produção,2687,Mel de abelha
6,Município,1012,Mil Cruzeiros,0,3301009,Campos dos Goytacazes (RJ),1992,1992,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,1012,Mil Cruzeiros,0,3301009,Campos dos Goytacazes (RJ),1992,1992,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1993,1993,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,17442,3301009,Campos dos Goytacazes (RJ),1993,1993,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,155,3301009,Campos dos Goytacazes (RJ),1993,1993,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,7,3301009,Campos dos Goytacazes (RJ),1993,1993,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,4125,3301009,Campos dos Goytacazes (RJ),1993,1993,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,0,3301009,Campos dos Goytacazes (RJ),1993,1993,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,0,3301009,Campos dos Goytacazes (RJ),1993,1993,106,Produção de origem animal,2684,Lã
6,Município,39,Mil Cruzeiros Reais,314896,3301009,Campos dos Goytacazes (RJ),1993,1993,215,Valor da produção,0,Total
6,Município,39,Mil Cruzeiros Reais,307496,3301009,Campos dos Goytacazes (RJ),1993,1993,215,Valor da produção,2682,Leite
6,Município,39,Mil Cruzeiros Reais,6362,3301009,Campos dos Goytacazes (RJ),1993,1993,215,Valor da produção,2685,Ovos de galinha
6,Município,39,Mil Cruzeiros Reais,270,3301009,Campos dos Goytacazes (RJ),1993,1993,215,Valor da produção,2686,Ovos de codorna
6,Município,39,Mil Cruzeiros Reais,768,3301009,Campos dos Goytacazes (RJ),1993,1993,215,Valor da produção,2687,Mel de abelha
6,Município,39,Mil Cruzeiros Reais,0,3301009,Campos dos Goytacazes (RJ),1993,1993,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,39,Mil Cruzeiros Reais,0,3301009,Campos dos Goytacazes (RJ),1993,1993,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1994,1994,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,18126,3301009,Campos dos Goytacazes (RJ),1994,1994,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,161,3301009,Campos dos Goytacazes (RJ),1994,1994,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,7,3301009,Campos dos Goytacazes (RJ),1994,1994,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,4089,3301009,Campos dos Goytacazes (RJ),1994,1994,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,0,3301009,Campos dos Goytacazes (RJ),1994,1994,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,0,3301009,Campos dos Goytacazes (RJ),1994,1994,106,Produção de origem animal,2684,Lã
6,Município,40,Mil Reais,3908,3301009,Campos dos Goytacazes (RJ),1994,1994,215,Valor da produção,0,Total
6,Município,40,Mil Reais,3807,3301009,Campos dos Goytacazes (RJ),1994,1994,215,Valor da produção,2682,Leite
6,Município,40,Mil Reais,77,3301009,Campos dos Goytacazes (RJ),1994,1994,215,Valor da produção,2685,Ovos de galinha
6,Município,40,Mil Reais,4,3301009,Campos dos Goytacazes (RJ),1994,1994,215,Valor da produção,2686,Ovos de codorna
6,Município,40,Mil Reais,20,3301009,Campos dos Goytacazes (RJ),1994,1994,215,Valor da produção,2687,Mel de abelha
6,Município,40,Mil Reais,0,3301009,Campos dos Goytacazes (RJ),1994,1994,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,40,Mil Reais,0,3301009,Campos dos Goytacazes (RJ),1994,1994,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1995,1995,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,18553,3301009,Campos dos Goytacazes (RJ),1995,1995,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,177,3301009,Campos dos Goytacazes (RJ),1995,1995,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,8,3301009,Campos dos Goytacazes (RJ),1995,1995,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,3977,3301009,Campos dos Goytacazes (RJ),1995,1995,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1995,1995,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1995,1995,106,Produção de origem animal,2684,Lã
6,Município,40,Mil Reais,3650,3301009,Campos dos Goytacazes (RJ),1995,1995,215,Valor da produção,0,Total
6,Município,40,Mil Reais,3525,3301009,Campos dos Goytacazes (RJ),1995,1995,215,Valor da produção,2682,Leite
6,Município,40,Mil Reais,97,3301009,Campos dos Goytacazes (RJ),1995,1995,215,Valor da produção,2685,Ovos de galinha
6,Município,40,Mil Reais,5,3301009,Campos dos Goytacazes (RJ),1995,1995,215,Valor da produção,2686,Ovos de codorna
6,Município,40,Mil Reais,23,3301009,Campos dos Goytacazes (RJ),1995,1995,215,Valor da produção,2687,Mel de abelha
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1995,1995,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1995,1995,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1996,1996,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,22003,3301009,Campos dos Goytacazes (RJ),1996,1996,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,120,3301009,Campos dos Goytacazes (RJ),1996,1996,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,7,3301009,Campos dos Goytacazes (RJ),1996,1996,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,3824,3301009,Campos dos Goytacazes (RJ),1996,1996,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1996,1996,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1996,1996,106,Produção de origem animal,2684,Lã
6,Município,40,Mil Reais,4937,3301009,Campos dos Goytacazes (RJ),1996,1996,215,Valor da produção,0,Total
6,Município,40,Mil Reais,4841,3301009,Campos dos Goytacazes (RJ),1996,1996,215,Valor da produção,2682,Leite
6,Município,40,Mil Reais,79,3301009,Campos dos Goytacazes (RJ),1996,1996,215,Valor da produção,2685,Ovos de galinha
6,Município,40,Mil Reais,6,3301009,Campos dos Goytacazes (RJ),1996,1996,215,Valor da produção,2686,Ovos de codorna
6,Município,40,Mil Reais,11,3301009,Campos dos Goytacazes (RJ),1996,1996,215,Valor da produção,2687,Mel de abelha
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1996,1996,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1996,1996,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1997,1997,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,21863,3301009,Campos dos Goytacazes (RJ),1997,1997,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,103,3301009,Campos dos Goytacazes (RJ),1997,1997,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,7,3301009,Campos dos Goytacazes (RJ),1997,1997,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,3426,3301009,Campos dos Goytacazes (RJ),1997,1997,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1997,1997,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1997,1997,106,Produção de origem animal,2684,Lã
6,Município,40,Mil Reais,4899,3301009,Campos dos Goytacazes (RJ),1997,1997,215,Valor da produção,0,Total
6,Município,40,Mil Reais,4810,3301009,Campos dos Goytacazes (RJ),1997,1997,215,Valor da produção,2682,Leite
6,Município,40,Mil Reais,65,3301009,Campos dos Goytacazes (RJ),1997,1997,215,Valor da produção,2685,Ovos de galinha
6,Município,40,Mil Reais,3,3301009,Campos dos Goytacazes (RJ),1997,1997,215,Valor da produção,2686,Ovos de codorna
6,Município,40,Mil Reais,21,3301009,Campos dos Goytacazes (RJ),1997,1997,215,Valor da produção,2687,Mel de abelha
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1997,1997,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1997,1997,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1998,1998,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,22144,3301009,Campos dos Goytacazes (RJ),1998,1998,106,Produção de origem animal,2682,Leite
6,Município,23,Mil dúzias,107,3301009,Campos dos Goytacazes (RJ),1998,1998,106,Produção de origem animal,2685,Ovos de galinha
6,Município,23,Mil dúzias,7,3301009,Campos dos Goytacazes (RJ),1998,1998,106,Produção de origem animal,2686,Ovos de codorna
6,Município,1007,Quilogramas,3314,3301009,Campos dos Goytacazes (RJ),1998,1998,106,Produção de origem animal,2687,Mel de abelha
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1998,1998,106,Produção de origem animal,2683,Casulos do bicho-da-seda
6,Município,1007,Quilogramas,NA,3301009,Campos dos Goytacazes (RJ),1998,1998,106,Produção de origem animal,2684,Lã
6,Município,40,Mil Reais,5625,3301009,Campos dos Goytacazes (RJ),1998,1998,215,Valor da produção,0,Total
6,Município,40,Mil Reais,5536,3301009,Campos dos Goytacazes (RJ),1998,1998,215,Valor da produção,2682,Leite
6,Município,40,Mil Reais,66,3301009,Campos dos Goytacazes (RJ),1998,1998,215,Valor da produção,2685,Ovos de galinha
6,Município,40,Mil Reais,3,3301009,Campos dos Goytacazes (RJ),1998,1998,215,Valor da produção,2686,Ovos de codorna
6,Município,40,Mil Reais,20,3301009,Campos dos Goytacazes (RJ),1998,1998,215,Valor da produção,2687,Mel de abelha
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1998,1998,215,Valor da produção,2683,Casulos do bicho-da-seda
6,Município,40,Mil Reais,NA,3301009,Campos dos Goytacazes (RJ),1998,1998,215,Valor da produção,2684,Lã
6,Município,,,NA,3301009,Campos dos Goytacazes (RJ),1999,1999,106,Produção de origem animal,0,Total
6,Município,25,Mil litros,22315,3301009,Campos dos Goytacazes (RJ),1999,1999,106,Produção de origem animal,2682,Leite
